Make,Colour,Odometer (KM),Doors,Price
BMW,Blue,172403,5,"$15,803.66"
Nissan,Blue,79119,3,"$3,857.94"
Honda,Black,212295,5,"$6,624.69"
Honda,White,59173,4,"$6,444.18"
Ford,Blue,28341,5,"$10,111.37"
Ford,Green,157704,3,"$13,190.90"
Honda,Green,54021,5,"$7,058.88"
Toyota,Green,214389,5,"$6,135.75"
BMW,Green,229617,3,"$26,957.77"
Honda,CanyonRidge,17866,5,"$5,055.51"
Nissan,Black,161341,3,"$4,579.71"
Ford,Red,45578,3,"$17,394.49"
Ford,Green,84824,3,"$12,198.82"
Ford,White,120619,4,"$18,035.36"
Honda,Black,197342,5,"$8,814.26"
Ford,White,86287,3,"$20,815.37"
Ford,CanyonRidge,220960,4,"$19,445.55"
BMW,CanyonRidge,59775,4,"$23,198.24"
BMW,CanyonRidge,187821,4,"$22,392.09"
Nissan,Black,179497,4,"$9,128.78"
Honda,CanyonRidge,182381,3,"$5,295.29"
Nissan,CanyonRidge,55325,4,"$4,407.27"
Honda,Green,243334,3,"$5,827.94"
Honda,Blue,184051,4,"$5,545.85"
Ford,Red,172513,5,"$20,760.41"
Ford,White,242777,5,"$4,693.51"
Ford,CanyonRidge,209810,3,"$8,588.67"
Honda,White,96014,4,"$8,431.85"
Nissan,CanyonRidge,45451,4,"$6,659.44"
Ford,Blue,236572,4,"$20,495.64"
Ford,Green,203126,4,"$16,092.49"
Nissan,White,129896,3,"$8,483.49"
BMW,CanyonRidge,191925,3,"$29,617.85"
Honda,CanyonRidge,48843,4,"$5,987.81"
Toyota,Blue,139954,5,"$4,024.21"
BMW,Black,160729,5,"$18,926.78"
Nissan,Green,77038,5,"$5,229.36"
BMW,CanyonRidge,205384,5,"$21,840.62"
Ford,CanyonRidge,80404,5,"$17,201.92"
BMW,Black,107011,3,"$25,023.17"
Honda,Black,49411,5,"$5,368.72"
BMW,Red,226299,3,"$26,547.98"
Ford,Green,116757,5,"$16,910.44"
Nissan,Green,17041,5,"$6,787.08"
Nissan,CanyonRidge,238069,4,"$3,769.37"
BMW,Blue,165158,5,"$29,523.85"
Nissan,Black,141435,3,"$3,352.81"
BMW,Green,75664,4,"$26,528.00"
Honda,Red,218822,3,"$8,954.51"
BMW,Red,98513,3,"$15,657.83"
Ford,Green,187222,3,"$8,846.02"
Honda,Red,94361,4,"$6,369.49"
Honda,Black,234440,4,"$5,458.08"
Honda,Green,41553,5,"$5,291.86"
Toyota,White,174069,4,"$4,998.62"
Toyota,Red,20202,3,"$5,234.46"
Nissan,Black,194620,5,"$9,512.56"
BMW,Red,120309,3,"$26,515.31"
Nissan,Blue,140629,4,"$9,085.83"
Toyota,Red,101657,3,"$6,969.66"
Nissan,White,88585,4,"$9,811.57"
BMW,Blue,239520,3,"$20,692.63"
Toyota,Black,108970,5,"$7,367.43"
Honda,Green,197232,5,"$7,085.84"
Nissan,Green,37122,5,"$3,937.88"
Nissan,Blue,48316,5,"$9,855.22"
Ford,CanyonRidge,209184,3,"$5,618.47"
Toyota,CanyonRidge,21533,3,"$7,361.16"
Ford,Red,13782,5,"$9,870.01"
BMW,White,120441,3,"$20,595.17"
Ford,CanyonRidge,202637,3,"$8,677.17"
Toyota,CanyonRidge,136854,5,"$4,137.01"
BMW,Green,10067,3,"$25,419.82"
Toyota,White,87516,4,"$6,260.43"
Ford,Blue,197015,5,"$21,297.66"
Ford,CanyonRidge,155045,4,"$13,388.48"
Honda,CanyonRidge,136917,3,"$7,550.59"
Toyota,Blue,117356,3,"$4,762.12"
Nissan,Black,156699,4,"$9,688.70"
BMW,Green,85493,5,"$23,464.09"
Honda,Green,109235,5,"$8,854.84"
BMW,Blue,88480,3,"$19,345.73"
BMW,CanyonRidge,55212,4,"$16,868.77"
Honda,White,14600,3,"$7,047.95"
Toyota,White,171988,4,"$4,441.56"
Toyota,White,118418,4,"$4,053.77"
BMW,Blue,208638,4,"$23,680.75"
Ford,White,126561,5,"$8,075.90"
Ford,Blue,86567,4,"$6,882.00"
Honda,White,174527,3,"$5,006.92"
BMW,White,146457,4,"$24,407.56"
BMW,Blue,84742,4,"$25,677.90"
BMW,White,222167,5,"$24,397.86"
Honda,Green,236271,3,"$7,868.14"
Ford,Green,65476,3,"$5,209.61"
Honda,Blue,224355,5,"$8,259.59"
Honda,Green,223292,5,"$7,087.01"
Toyota,White,199352,3,"$5,046.05"
BMW,Black,176807,4,"$25,898.58"
Toyota,Red,162213,3,"$4,303.69"
Ford,Black,203176,5,"$10,568.88"
BMW,Blue,241511,3,"$17,935.61"
Nissan,Green,178268,4,"$5,237.36"
Ford,Black,185078,5,"$19,512.74"
Toyota,Red,78188,3,"$4,037.41"
Toyota,Blue,58942,3,"$4,198.65"
Nissan,Green,216064,3,"$5,221.65"
BMW,Red,183609,5,"$23,338.58"
Ford,White,101951,4,"$18,021.75"
Ford,Green,59600,5,"$13,327.04"
Toyota,Green,98838,4,"$5,519.69"
BMW,Black,65479,3,"$25,006.09"
Ford,Green,62260,5,"$15,284.83"
Nissan,Red,232450,4,"$7,177.22"
Nissan,Black,78015,5,"$8,926.95"
Ford,Black,56666,3,"$19,925.20"
Nissan,CanyonRidge,197903,4,"$8,159.31"
Nissan,White,19411,5,"$7,775.76"
Nissan,Black,156771,3,"$6,398.65"
Honda,Blue,146508,5,"$6,993.48"
Nissan,CanyonRidge,151488,3,"$6,171.84"
Toyota,Green,95402,4,"$4,881.63"
BMW,Black,43822,3,"$28,924.55"
Nissan,Black,170262,3,"$6,053.04"
Honda,White,244370,5,"$8,740.93"
BMW,White,138791,4,"$18,541.61"
Nissan,Red,102686,5,"$6,125.89"
Nissan,White,134759,5,"$7,986.28"
Ford,Red,77641,5,"$17,224.73"
Ford,Black,63477,5,"$4,050.95"
BMW,White,231806,3,"$19,310.38"
Honda,White,105605,3,"$6,342.79"
Toyota,CanyonRidge,166858,4,"$4,775.53"
BMW,Red,229879,3,"$26,240.83"
Ford,Black,134952,4,"$16,210.84"
Honda,Green,25001,4,"$7,576.23"
Toyota,Black,151308,4,"$7,843.16"
Ford,White,232470,5,"$21,483.81"
Toyota,Red,216281,3,"$5,343.94"
BMW,Green,104483,4,"$27,903.06"
Nissan,Blue,136332,4,"$9,821.49"
Nissan,Blue,111339,4,"$3,806.82"
Honda,White,29720,4,"$6,067.35"
BMW,Blue,51300,4,"$18,617.37"
Nissan,CanyonRidge,162176,4,"$4,370.64"
BMW,Blue,23943,5,"$23,908.09"
Ford,White,131851,5,"$16,087.18"
Toyota,Red,163871,4,"$4,409.58"
Honda,Red,210251,5,"$8,673.24"
Nissan,Black,174357,4,"$4,484.54"
Nissan,Black,171191,4,"$4,724.06"
Nissan,Red,179139,4,"$9,759.60"
Ford,Black,83937,4,"$17,742.15"
Toyota,Green,80479,3,"$7,505.27"
BMW,Red,221209,5,"$15,638.62"
Toyota,White,114898,5,"$6,760.20"
Ford,Red,104043,4,"$5,072.23"
Honda,White,100730,5,"$8,451.83"
Toyota,Black,75839,3,"$5,458.24"
Toyota,Black,77136,4,"$6,665.70"
Toyota,Red,201267,5,"$6,223.23"
BMW,Red,238507,4,"$20,237.02"
Ford,Red,53714,3,"$21,412.80"
Ford,CanyonRidge,22259,4,"$20,797.94"
Nissan,Black,175765,5,"$7,017.67"
Toyota,Blue,176264,4,"$4,143.26"
BMW,White,111629,4,"$15,991.34"
Ford,Blue,141351,5,"$18,262.79"
Ford,CanyonRidge,73495,4,"$16,737.82"
Nissan,CanyonRidge,180056,4,"$5,460.33"
Toyota,Red,63258,4,"$7,368.79"
Ford,Red,101430,5,"$21,447.15"
Nissan,Blue,203002,4,"$4,249.77"
BMW,CanyonRidge,167091,4,"$19,114.64"
Ford,CanyonRidge,218079,5,"$7,593.04"
Nissan,CanyonRidge,140402,5,"$6,438.19"
Ford,Red,244587,3,"$20,322.77"
Nissan,Black,140400,5,"$3,677.51"
Honda,CanyonRidge,27536,3,"$6,316.53"
Ford,Green,136788,4,"$12,360.37"
Nissan,Red,183201,4,"$7,093.27"
BMW,CanyonRidge,149712,5,"$26,157.75"
BMW,Blue,219883,5,"$26,832.04"
Nissan,Blue,233472,4,"$4,838.72"
Toyota,Black,214526,5,"$7,842.75"
Nissan,White,28322,3,"$6,370.17"
Honda,Red,189981,4,"$8,726.98"
BMW,Black,225499,4,"$23,620.41"
BMW,Red,26067,3,"$19,207.36"
BMW,Blue,205941,5,"$29,648.31"
Toyota,Green,225417,5,"$4,942.28"
Ford,Black,186779,5,"$23,159.21"
Nissan,Red,230516,3,"$6,642.54"
Honda,White,48174,4,"$6,548.67"
Toyota,Blue,175544,4,"$6,803.02"
Toyota,Red,24306,4,"$5,252.13"
Toyota,Blue,92192,3,"$4,733.69"
Ford,Black,146329,5,"$9,483.68"
BMW,White,155373,4,"$22,438.48"
Honda,White,241251,5,"$8,584.39"
Toyota,Black,92817,5,"$7,264.66"
Honda,CanyonRidge,177571,3,"$6,936.69"
Toyota,CanyonRidge,247287,5,"$5,472.44"
Nissan,White,25201,3,"$7,337.61"
Ford,Red,13561,4,"$23,653.20"
Ford,Black,32024,4,"$22,304.32"
Ford,Blue,249400,4,"$7,153.03"
Honda,Red,145022,4,"$6,809.22"
Toyota,White,36991,3,"$6,150.54"
BMW,Red,60032,5,"$22,454.30"
Honda,White,217201,4,"$5,788.07"
Honda,Green,40223,5,"$7,899.97"
Nissan,Green,188792,4,"$8,320.16"
Honda,Black,95626,5,"$5,379.41"
BMW,Green,21635,4,"$28,369.84"
Nissan,Blue,171985,4,"$9,458.35"
BMW,Black,142623,3,"$22,729.33"
Nissan,White,172886,3,"$5,307.35"
Ford,White,118681,4,"$17,162.30"
BMW,Red,105372,3,"$25,073.45"
Ford,White,55950,3,"$8,777.09"
Toyota,Green,147015,3,"$7,787.08"
Ford,Green,71554,4,"$20,060.54"
Ford,Black,124225,3,"$9,896.57"
Nissan,CanyonRidge,79145,4,"$3,953.51"
Nissan,White,226678,3,"$5,617.18"
Toyota,White,107618,5,"$4,478.13"
Nissan,White,31508,5,"$6,937.44"
Honda,Blue,136482,4,"$5,950.61"
BMW,White,203817,5,"$27,841.30"
BMW,Black,139494,4,"$24,485.70"
BMW,Red,111674,3,"$29,353.89"
Toyota,CanyonRidge,77274,4,"$6,119.12"
BMW,White,31265,5,"$19,711.97"
BMW,CanyonRidge,27657,5,"$22,744.24"
Nissan,Green,67473,5,"$5,431.61"
BMW,Blue,219612,4,"$27,803.91"
Nissan,Black,34910,3,"$7,538.83"
Ford,Black,209045,5,"$20,347.52"
BMW,Black,23858,4,"$23,748.69"
BMW,Black,220151,3,"$25,790.84"
BMW,White,115584,4,"$15,293.95"
Ford,White,105301,3,"$17,195.31"
Nissan,Blue,218537,4,"$7,954.42"
Honda,Green,182115,5,"$7,403.40"
Toyota,CanyonRidge,72009,4,"$6,304.51"
Honda,CanyonRidge,35687,5,"$7,672.95"
Ford,White,78407,5,"$14,383.61"
BMW,Blue,83369,4,"$27,799.80"
Honda,CanyonRidge,183336,3,"$5,424.53"
BMW,Red,65412,3,"$15,963.30"
Ford,White,135602,4,"$19,700.01"
BMW,Red,76229,3,"$27,464.13"
Ford,CanyonRidge,212408,5,"$24,303.28"
Toyota,White,42439,5,"$7,309.75"
Honda,Blue,186830,3,"$7,379.46"
Ford,White,228611,3,"$7,134.77"
Honda,White,44006,3,"$7,511.87"
Honda,Blue,87628,5,"$6,467.89"
Nissan,Red,90066,5,"$7,529.71"
Honda,Red,156391,3,"$7,391.81"
Honda,Green,11361,3,"$7,300.37"
Toyota,Black,75760,3,"$7,875.62"
Honda,CanyonRidge,145557,3,"$5,722.97"
Toyota,Black,148127,3,"$5,304.67"
Honda,Black,18376,3,"$6,346.70"
Ford,Red,13341,5,"$4,396.37"
BMW,Blue,46514,5,"$20,805.64"
BMW,CanyonRidge,192772,3,"$15,542.66"
Toyota,Blue,79623,5,"$6,917.08"
Toyota,CanyonRidge,225692,3,"$5,192.59"
Honda,Green,113835,5,"$5,980.89"
Toyota,Green,127133,5,"$5,827.23"
BMW,CanyonRidge,19568,4,"$22,258.41"
BMW,Red,89424,4,"$18,082.94"
Honda,CanyonRidge,154152,4,"$6,492.02"
BMW,Blue,59543,4,"$18,721.97"
Ford,Blue,164858,5,"$8,057.01"
BMW,CanyonRidge,169688,4,"$20,183.52"
Ford,Black,143444,5,"$24,796.15"
Nissan,Black,245743,3,"$9,543.97"
Toyota,CanyonRidge,129973,4,"$7,241.45"
Honda,Red,216688,4,"$8,675.56"
Nissan,Green,231487,4,"$9,537.52"
Ford,Red,150150,4,"$8,009.64"
Toyota,CanyonRidge,11097,5,"$6,792.44"
Honda,Green,230304,3,"$5,672.12"
BMW,Red,169462,4,"$20,517.75"
Honda,Blue,56005,4,"$8,794.83"
Honda,White,170529,4,"$6,078.12"
BMW,Black,47836,5,"$26,711.72"
Nissan,Red,229754,3,"$8,570.26"
BMW,Blue,174189,4,"$17,717.85"
Honda,Red,120827,5,"$6,786.24"
BMW,Red,101758,3,"$23,392.72"
Honda,Green,198335,5,"$5,348.26"
Toyota,Blue,174420,3,"$5,059.33"
Honda,White,54388,5,"$8,289.56"
Ford,Blue,131117,4,"$10,113.61"
Ford,CanyonRidge,169202,5,"$5,753.04"
BMW,Black,159805,5,"$25,257.47"
Ford,Red,55261,4,"$23,914.77"
Ford,Blue,11701,4,"$10,196.71"
Nissan,Red,175883,3,"$6,921.52"
Ford,Black,164245,3,"$12,634.07"
Toyota,Black,70597,3,"$6,552.90"
Nissan,Red,144995,4,"$8,787.64"
Ford,Red,242537,5,"$17,609.40"
BMW,Black,147250,4,"$21,096.86"
Toyota,CanyonRidge,224593,5,"$4,110.42"
Ford,CanyonRidge,151631,3,"$21,918.30"
BMW,Red,202697,3,"$29,061.74"
Nissan,Green,29455,3,"$9,132.56"
Ford,Black,235556,5,"$16,329.46"
Ford,Blue,106371,3,"$6,498.68"
Ford,White,168540,3,"$5,456.75"
Nissan,Blue,127648,3,"$6,599.59"
Toyota,Green,83568,3,"$7,156.17"
Honda,Black,80838,3,"$8,327.30"
Nissan,Red,214372,3,"$4,562.28"
Ford,Blue,96534,5,"$23,501.86"
Toyota,Green,121710,3,"$7,385.60"
Nissan,Red,116772,5,"$8,459.91"
BMW,CanyonRidge,18416,4,"$17,894.79"
Ford,CanyonRidge,172854,3,"$15,169.39"
Ford,Green,171136,3,"$23,572.10"
Toyota,Blue,123088,4,"$4,790.42"
Honda,Red,103265,3,"$8,107.42"
Honda,Black,63994,3,"$8,795.97"
Honda,Red,204059,4,"$6,989.59"
BMW,CanyonRidge,222426,3,"$18,685.77"
Toyota,Blue,27793,5,"$7,136.93"
BMW,Black,30998,5,"$28,666.64"
Nissan,Blue,175984,3,"$4,487.07"
Nissan,Green,236335,4,"$9,046.59"
Toyota,Green,129054,4,"$6,317.70"
Honda,White,143967,4,"$8,032.58"
Nissan,Green,228258,4,"$5,456.78"
BMW,Black,223821,4,"$23,887.55"
Nissan,Black,198410,5,"$6,532.76"
Toyota,Green,189761,4,"$5,265.63"
Toyota,Blue,73760,5,"$7,988.07"
Honda,Blue,69413,3,"$5,805.30"
Ford,White,24087,5,"$4,289.04"
Nissan,CanyonRidge,44865,4,"$7,635.70"
BMW,White,74853,5,"$24,176.34"
Nissan,CanyonRidge,228876,5,"$4,189.52"
Nissan,CanyonRidge,215621,3,"$3,141.91"
BMW,Red,11301,4,"$23,439.71"
Ford,Black,32917,4,"$10,194.80"
Ford,White,202243,3,"$13,998.07"
Honda,CanyonRidge,161430,4,"$8,739.17"
Honda,Red,11190,4,"$5,426.20"
Nissan,CanyonRidge,112646,4,"$5,305.33"
Ford,Blue,84051,3,"$19,181.58"
BMW,Green,211525,3,"$29,522.19"
Honda,CanyonRidge,16031,4,"$8,250.94"
Nissan,White,92790,5,"$6,215.48"
Toyota,Red,24283,4,"$5,595.45"
Nissan,Red,241952,5,"$6,093.06"
BMW,White,44611,5,"$15,301.94"
Honda,Red,122339,4,"$6,566.54"
Honda,Blue,209526,3,"$6,641.01"
Ford,White,173604,4,"$23,615.16"
Nissan,Red,24309,5,"$8,021.49"
Toyota,Black,213423,4,"$4,312.49"
Nissan,CanyonRidge,168931,3,"$8,838.01"
Honda,CanyonRidge,151225,3,"$5,347.83"
Honda,White,197304,4,"$7,052.04"
Ford,Blue,135857,5,"$20,508.55"
Nissan,Green,146423,3,"$9,315.32"
Toyota,CanyonRidge,105328,3,"$4,540.70"
Ford,CanyonRidge,15344,3,"$9,254.59"
Ford,Red,135999,4,"$23,956.38"
Toyota,Black,23393,4,"$4,543.98"
Nissan,White,58865,3,"$8,314.41"
Toyota,Red,138878,5,"$6,066.58"
Honda,Black,23842,4,"$5,149.57"
Ford,White,52725,4,"$4,378.04"
Ford,Black,26218,3,"$7,324.92"
Nissan,Blue,191731,4,"$4,665.64"
Ford,Red,122839,5,"$14,236.66"
BMW,Green,146543,4,"$20,156.45"
BMW,Green,35977,5,"$16,744.95"
Ford,Red,220008,4,"$11,417.16"
Ford,Blue,165002,3,"$10,981.81"
Nissan,Green,170328,3,"$3,396.53"
Nissan,CanyonRidge,148529,5,"$5,856.51"
Toyota,Green,61402,3,"$5,976.20"
Nissan,CanyonRidge,61315,4,"$7,583.59"
BMW,White,81607,5,"$15,577.29"
Ford,Black,97345,5,"$21,704.47"
BMW,CanyonRidge,115152,4,"$16,753.40"
Toyota,Green,243135,3,"$7,927.45"
Nissan,Black,175472,5,"$3,306.80"
Nissan,Green,229770,5,"$6,669.40"
Toyota,Red,249232,5,"$5,187.87"
BMW,CanyonRidge,186744,5,"$25,458.68"
Toyota,CanyonRidge,202222,4,"$4,647.22"
Ford,White,32582,3,"$21,153.06"
Ford,CanyonRidge,78377,5,"$9,294.92"
Honda,Blue,226695,3,"$5,562.49"
Toyota,CanyonRidge,71332,5,"$5,311.50"
Honda,Green,33817,3,"$5,505.98"
Honda,CanyonRidge,163723,3,"$5,303.40"
Toyota,CanyonRidge,183679,5,"$6,832.56"
Ford,Green,203505,3,"$8,532.45"
Toyota,Green,119096,5,"$7,726.80"
Honda,CanyonRidge,13313,5,"$6,395.28"
BMW,Blue,70031,4,"$18,687.55"
Nissan,Red,231699,3,"$7,459.33"
BMW,Blue,180677,5,"$15,915.47"
BMW,Black,240816,3,"$20,405.18"
BMW,Red,128352,4,"$27,372.12"
Nissan,CanyonRidge,219659,5,"$4,719.03"
Honda,Blue,208302,5,"$7,876.11"
BMW,Blue,31875,5,"$19,680.42"
Ford,Blue,236187,3,"$12,907.37"
Ford,Blue,36823,4,"$7,517.12"
BMW,White,122406,4,"$18,046.04"
Toyota,CanyonRidge,25381,5,"$6,805.78"
Honda,CanyonRidge,16135,3,"$6,615.75"
Honda,Black,204024,3,"$7,221.81"
BMW,Black,166719,3,"$23,518.67"
Honda,Blue,34416,4,"$8,161.08"
Honda,Green,173559,3,"$5,980.05"
Ford,Green,121428,4,"$23,209.36"
Nissan,CanyonRidge,130670,5,"$6,279.21"
Honda,Red,11548,3,"$7,926.49"
BMW,White,95509,3,"$20,389.78"
Honda,Red,156090,3,"$6,901.72"
BMW,Black,202449,5,"$22,847.30"
BMW,Blue,101553,5,"$16,433.47"
Toyota,Red,212600,4,"$7,238.63"
BMW,Black,174841,3,"$18,813.75"
Ford,Green,11869,3,"$24,382.87"
Ford,Green,185028,5,"$16,409.21"
BMW,White,140194,3,"$25,639.29"
Ford,Blue,100276,3,"$5,868.55"
BMW,Red,15129,5,"$29,867.73"
Nissan,Black,181205,3,"$7,718.90"
Nissan,Blue,249676,5,"$3,973.20"
Nissan,Red,166852,5,"$4,705.47"
Ford,Red,77781,3,"$7,927.67"
Nissan,CanyonRidge,14027,3,"$6,771.78"
BMW,Blue,102172,5,"$19,739.76"
BMW,CanyonRidge,115618,4,"$24,727.28"
Honda,CanyonRidge,16119,4,"$8,423.96"
Ford,Blue,195609,3,"$8,107.03"
Nissan,CanyonRidge,89795,5,"$7,260.20"
BMW,White,205498,5,"$16,284.40"
BMW,Black,141728,5,"$17,778.04"
Nissan,CanyonRidge,132124,5,"$8,193.91"
Honda,Green,238497,3,"$6,145.89"
BMW,Blue,129877,3,"$15,816.16"
Honda,CanyonRidge,153563,4,"$6,342.02"
Nissan,Green,135237,5,"$4,260.06"
Nissan,Black,129000,5,"$5,203.04"
Ford,Green,17394,5,"$18,546.72"
Honda,CanyonRidge,179167,5,"$7,457.13"
Nissan,Black,72274,5,"$4,570.29"
Toyota,Green,155346,5,"$5,452.44"
Toyota,Green,57561,5,"$4,672.65"
Ford,White,156720,5,"$22,238.24"
Honda,CanyonRidge,77626,5,"$6,689.34"
Nissan,Blue,190948,5,"$7,444.62"
BMW,Blue,197390,5,"$23,236.65"
Nissan,Red,71308,5,"$9,032.08"
Toyota,Blue,240795,4,"$4,542.04"
Honda,Green,53692,3,"$6,137.90"
Honda,Green,114902,5,"$5,489.02"
BMW,Black,60023,3,"$24,896.97"
BMW,CanyonRidge,151063,4,"$28,155.54"
BMW,White,238854,4,"$18,442.56"
BMW,Blue,66690,4,"$21,923.49"
Nissan,White,241168,4,"$5,042.97"
Toyota,Green,91255,3,"$4,141.58"
Ford,Blue,122366,3,"$5,007.52"
Honda,Red,140491,5,"$6,201.29"
Nissan,Black,84680,4,"$9,112.59"
Honda,Green,117491,4,"$7,538.85"
BMW,Red,235310,3,"$20,319.83"
Nissan,Blue,151374,5,"$6,752.08"
BMW,Blue,47527,4,"$21,475.73"
Toyota,Blue,55758,3,"$6,229.57"
Ford,White,125619,5,"$12,202.99"
Honda,Red,124747,4,"$8,557.35"
Nissan,Red,102710,4,"$5,836.38"
BMW,Red,40923,3,"$24,615.43"
BMW,Black,64513,5,"$17,598.10"
Nissan,Blue,37790,3,"$7,692.13"
Nissan,Blue,72935,5,"$9,640.58"
Nissan,Red,195441,4,"$4,771.10"
Honda,Blue,27240,3,"$7,865.68"
BMW,Blue,59207,5,"$24,692.19"
Toyota,Black,78365,4,"$4,349.37"
Nissan,Green,32301,4,"$8,553.91"
Toyota,Blue,224562,4,"$5,215.50"
Ford,White,196070,3,"$24,696.55"
Honda,White,61731,4,"$7,233.82"
Honda,CanyonRidge,225996,5,"$5,026.39"
Ford,Red,18202,4,"$16,739.26"
Nissan,Green,160612,4,"$3,323.67"
Nissan,Red,169329,3,"$9,241.05"
Toyota,Green,15037,5,"$7,264.51"
Nissan,CanyonRidge,212214,5,"$3,823.35"
Honda,Black,80067,5,"$5,460.19"
Nissan,White,195879,4,"$7,972.11"
Nissan,White,179642,5,"$7,544.24"
BMW,Green,177253,4,"$16,725.20"
Honda,White,93744,4,"$8,497.29"
Toyota,CanyonRidge,164247,5,"$5,167.88"
Ford,Green,204517,3,"$22,320.20"
Nissan,Red,28923,5,"$3,754.04"
Ford,Green,150354,4,"$9,107.51"
Honda,Red,238919,3,"$7,605.59"
Toyota,Red,41528,5,"$4,875.11"
Toyota,White,147989,5,"$4,786.92"
Toyota,Green,249896,3,"$7,938.55"
Toyota,Red,106837,3,"$7,164.78"
Nissan,Blue,162222,4,"$4,862.70"
Ford,Black,32138,3,"$24,424.38"
BMW,Red,88856,4,"$21,556.85"
Ford,Green,134172,3,"$17,925.33"
BMW,White,54888,5,"$26,271.73"
Ford,Red,92267,5,"$17,996.14"
Nissan,Green,176669,3,"$3,814.17"
Toyota,Green,38286,3,"$4,094.57"
Honda,Green,180457,5,"$8,720.96"
BMW,Black,170248,3,"$16,754.07"
Ford,CanyonRidge,174122,5,"$11,568.56"
Ford,CanyonRidge,103102,3,"$12,548.00"
BMW,Black,184808,3,"$27,933.56"
Toyota,CanyonRidge,62966,5,"$6,067.87"
BMW,Blue,60797,4,"$21,702.56"
BMW,Green,182616,5,"$29,257.55"
Toyota,Red,174463,3,"$7,441.11"
Honda,Black,194382,5,"$6,882.72"
Nissan,Red,87867,4,"$4,426.11"
Nissan,CanyonRidge,15454,3,"$7,683.64"
Ford,Green,152507,3,"$19,943.21"
Nissan,CanyonRidge,109813,5,"$7,700.34"
Toyota,CanyonRidge,234929,3,"$7,457.77"
Toyota,Green,190922,5,"$5,335.07"
Honda,CanyonRidge,26062,5,"$7,951.04"
Honda,Green,183180,4,"$6,350.59"
Ford,Black,141539,3,"$7,233.33"
Nissan,Red,48925,3,"$4,077.02"
Ford,White,110659,4,"$12,671.22"
Nissan,CanyonRidge,236962,5,"$7,391.83"
BMW,White,169430,3,"$24,290.72"
Nissan,White,196633,5,"$4,208.69"
Honda,CanyonRidge,95348,3,"$5,705.37"
BMW,White,179953,4,"$16,232.20"
Toyota,Black,119049,3,"$5,277.27"
BMW,CanyonRidge,210215,3,"$22,415.63"
BMW,Black,59698,4,"$24,756.44"
Toyota,CanyonRidge,193789,4,"$5,094.50"
Toyota,Green,23741,5,"$5,139.69"
Nissan,Blue,122910,5,"$7,725.63"
Ford,White,219829,5,"$21,995.76"
Honda,Green,63184,3,"$6,871.97"
Nissan,CanyonRidge,103415,4,"$5,616.63"
BMW,Black,236699,5,"$20,084.37"
Nissan,CanyonRidge,183025,5,"$6,695.21"
Honda,Blue,46440,5,"$5,695.92"
Honda,Blue,60713,5,"$7,858.68"
Nissan,Red,27962,5,"$9,283.16"
Nissan,Red,70596,4,"$7,257.84"
Nissan,Green,29238,3,"$6,862.06"
Toyota,Black,189600,4,"$5,341.58"
Nissan,Black,215221,5,"$7,171.38"
Honda,Green,77643,3,"$6,593.47"
Honda,Blue,120534,3,"$5,645.47"
BMW,White,188600,4,"$21,225.08"
Nissan,Red,162436,4,"$4,367.81"
Nissan,White,139599,4,"$7,731.98"
Honda,Blue,38433,5,"$7,566.04"
Toyota,Green,128791,3,"$7,380.53"
BMW,Black,230337,3,"$23,445.03"
Ford,White,22846,5,"$24,264.44"
Nissan,Black,208540,5,"$5,962.78"
Toyota,Red,92749,4,"$5,150.37"
Nissan,CanyonRidge,209467,3,"$5,816.81"
BMW,CanyonRidge,59471,3,"$29,900.39"
Nissan,Green,35451,3,"$6,981.71"
Toyota,Black,46891,5,"$7,687.21"
BMW,CanyonRidge,148960,5,"$17,405.11"
Ford,Red,37406,4,"$9,512.81"
Honda,CanyonRidge,73050,5,"$8,056.04"
Honda,White,230848,5,"$5,475.75"
Nissan,CanyonRidge,61263,5,"$4,729.43"
Honda,Green,140932,3,"$5,583.72"
Toyota,Red,33415,3,"$4,264.05"
Toyota,Blue,82569,3,"$4,122.21"
Toyota,Green,107046,4,"$6,338.96"
Nissan,Green,225770,3,"$8,806.46"
Ford,White,172518,5,"$22,915.28"
Toyota,Black,210320,3,"$7,793.22"
Toyota,Green,126166,3,"$7,796.38"
Nissan,Green,49489,5,"$3,144.26"
BMW,CanyonRidge,192101,5,"$15,248.91"
Toyota,CanyonRidge,202155,3,"$4,452.44"
Honda,Black,103093,4,"$8,089.67"
Ford,Black,106592,3,"$19,064.05"
Ford,Green,167747,5,"$14,349.74"
BMW,Green,124898,3,"$19,222.14"
Honda,Green,27667,5,"$6,593.65"
Nissan,Black,44353,5,"$9,990.36"
Ford,Green,138972,4,"$9,833.37"
Toyota,Red,129265,4,"$4,283.29"
BMW,White,79844,5,"$23,377.63"
Toyota,Black,127629,3,"$5,933.22"
BMW,Black,188373,4,"$27,400.87"
Toyota,Green,196179,4,"$6,867.86"
Toyota,Red,156771,4,"$6,273.15"
Ford,Black,136092,3,"$23,321.97"
Toyota,CanyonRidge,19362,5,"$6,934.92"
Toyota,Green,150655,3,"$6,804.68"
BMW,Green,23009,4,"$20,669.19"
Honda,CanyonRidge,67855,5,"$5,184.48"
Ford,Green,65865,5,"$21,514.17"
Nissan,White,66079,4,"$9,443.02"
Ford,Red,172983,5,"$4,414.45"
BMW,CanyonRidge,166074,5,"$16,946.79"
Toyota,Black,171770,3,"$4,772.10"
